Validador do Convênio ICMS 115/2003, versão : 3.00d
Versão do layout: v_03
Data da Validação: 09/02/2019 12:13:06

Nome do arquivo Mestre: RN04601397003909211  1809N01M.001

Arquivo Mestre: 103.107 linhas, 44.026.689 bytes.
Arquivo Destinatário: 103.107 linhas, 29.797.923 bytes.
Arquivo Item: 125.879 linhas, 41.917.707 bytes.

registro; tipo de ocorrencia; arquivo; codigo do erro; valor lido; documento fiscal
24134;A;D;306;[00000];000081637
24144;A;D;306;[00000];000081647
24155;A;D;306;[00000];000081658
24243;A;D;306;[00000];000081746
24278;A;D;306;[00000];000081781
24368;A;D;306;[00000];000081871
24388;A;D;306;[00000];000081891
24405;A;D;306;[00000];000081908
24436;A;D;306;[00000];000081939
24485;A;D;306;[00000];000081988
24487;A;D;306;[00000];000081990
24490;A;D;306;[00000];000081993
24532;A;D;306;[00000];000082035
24548;A;D;306;[00000];000082051
24584;A;D;306;[00000];000082087
24626;A;D;306;[00000];000082129
24704;A;D;306;[00000];000082207
24764;A;D;306;[00000];000082267
24863;A;D;306;[00000];000082366
24887;A;D;306;[00000];000082390
24903;A;D;306;[00000];000082406
24920;A;D;306;[00000];000082423
24949;A;D;306;[00000];000082452
24951;A;D;306;[00000];000082454
24993;A;D;306;[00000];000082496
25043;A;D;306;[00000];000082546
25097;A;D;306;[00000];000082600
25101;A;D;306;[00000];000082604
25197;A;D;306;[00000];000082700
25198;A;D;306;[00000];000082701
25213;A;D;306;[00000];000082716
25249;A;D;306;[00000];000082752
25256;A;D;306;[00000];000082759
25319;A;D;306;[00000];000082822
25378;A;D;306;[00000];000082881
25381;A;D;306;[00000];000082884
25480;A;D;306;[00000];000082983
25494;A;D;306;[00000];000082997
25496;A;D;306;[00000];000082999
25569;A;D;306;[00000];000083072
25577;A;D;306;[00000];000083080
25616;A;D;306;[00000];000083119
25673;A;D;306;[00000];000083176
25691;A;D;306;[00000];000083194
25731;A;D;306;[00000];000083234
25768;A;D;306;[00000];000083271
25980;A;D;306;[00000];000083483
26034;A;D;306;[00000];000083537
26047;A;D;306;[00000];000083550
26050;A;D;306;[00000];000083553
26055;A;D;306;[00000];000083558
26063;A;D;306;[00000];000083566
26118;A;D;306;[00000];000083621
26186;A;D;306;[00000];000083689
26217;A;D;306;[00000];000083720
26221;A;D;306;[00000];000083724
26239;A;D;306;[00000];000083742
26244;A;D;306;[00000];000083747
26304;A;D;306;[00000];000083807
26327;A;D;306;[00000];000083830
26359;A;D;306;[00000];000083862
26417;A;D;306;[00000];000083920
26421;A;D;306;[00000];000083924
26426;A;D;306;[00000];000083929
26461;A;D;306;[00000];000083964
26474;A;D;306;[00000];000083977
26482;A;D;306;[00000];000083985
26487;A;D;306;[00000];000083990
26546;A;D;306;[00000];000084049
26626;A;D;306;[00000];000084129
26655;A;D;306;[00000];000084158
26690;A;D;306;[00000];000084193
26728;A;D;306;[00000];000084231
26738;A;D;306;[00000];000084241
26818;A;D;306;[00000];000084321
26836;A;D;306;[00000];000084339
26851;A;D;306;[00000];000084354
26926;A;D;306;[00000];000084429
26954;A;D;306;[00000];000084457
26985;A;D;306;[00000];000084488
26991;A;D;306;[00000];000084494
27024;A;D;306;[00000];000084527
27047;A;D;306;[00000];000084550
27106;A;D;306;[00000];000084609
27145;A;D;306;[00000];000084648
27194;A;D;306;[00000];000084697
27212;A;D;306;[00000];000084715
27227;A;D;306;[00000];000084730
27253;A;D;306;[00000];000084756
27296;A;D;306;[00000];000084799
27333;A;D;306;[00000];000084836
27337;A;D;306;[00000];000084840
27342;A;D;306;[00000];000084845
27381;A;D;306;[00000];000084884
27435;A;D;306;[00000];000084938
27481;A;D;306;[00000];000084984
27501;A;D;306;[00000];000085004
27518;A;D;306;[00000];000085021
27541;A;D;306;[00000];000085044
27570;A;D;306;[00000];000085073
27596;A;D;306;[00000];000085099
27605;A;D;306;[00000];000085108
27729;A;D;306;[00000];000085232
27869;A;D;306;[00000];000085372
27891;A;D;306;[00000];000085394
27907;A;D;306;[00000];000085410
27931;A;D;306;[00000];000085434
27982;A;D;306;[00000];000085485
27993;A;D;306;[00000];000085496
28039;A;D;306;[00000];000085542
28040;A;D;306;[00000];000085543
28074;A;D;306;[00000];000085577
28078;A;D;306;[00000];000085581
28091;A;D;306;[00000];000085594
28139;A;D;306;[00000];000085642
28140;A;D;306;[00000];000085643
28144;A;D;306;[00000];000085647
28149;A;D;306;[00000];000085652
28161;A;D;306;[00000];000085664
28177;A;D;306;[00000];000085680
28183;A;D;306;[00000];000085686
28228;A;D;306;[00000];000085731
28238;A;D;306;[00000];000085741
28245;A;D;306;[00000];000085748
28258;A;D;306;[00000];000085761
28272;A;D;306;[00000];000085775
28300;A;D;306;[00000];000085803
28383;A;D;306;[00000];000085886
28413;A;D;306;[00000];000085916
28422;A;D;306;[00000];000085925
28465;A;D;306;[00000];000085968
28475;A;D;306;[00000];000085978
28533;A;D;306;[00000];000086036
28536;A;D;306;[00000];000086039
28573;A;D;306;[00000];000086076
28613;A;D;306;[00000];000086116
28635;A;D;306;[00000];000086138
28657;A;D;306;[00000];000086160
28747;A;D;306;[00000];000086250
28783;A;D;306;[00000];000086286
28799;A;D;306;[00000];000086302
28874;A;D;306;[00000];000086377
28905;A;D;306;[00000];000086408
28929;A;D;306;[00000];000086432
28930;A;D;306;[00000];000086433
28939;A;D;306;[00000];000086442
28947;A;D;306;[00000];000086450
29016;A;D;306;[00000];000086519
29024;A;D;306;[00000];000086527
29047;A;D;306;[00000];000086550
29059;A;D;306;[00000];000086562
29108;A;D;306;[00000];000086611
29141;A;D;306;[00000];000086644
29142;A;D;306;[00000];000086645
29155;A;D;306;[00000];000086658
29159;A;D;306;[00000];000086662
29178;A;D;306;[00000];000086681
29188;A;D;306;[00000];000086691
29199;A;D;306;[00000];000086702
29231;A;D;306;[00000];000086734
29249;A;D;306;[00000];000086752
29257;A;D;306;[00000];000086760
29262;A;D;306;[00000];000086765
29266;A;D;306;[00000];000086769
29274;A;D;306;[00000];000086777
29347;A;D;306;[00000];000086850
29362;A;D;306;[00000];000086865
29416;A;D;306;[00000];000086919
29423;A;D;306;[00000];000086926
29436;A;D;306;[00000];000086939
29474;A;D;306;[00000];000086977
29480;A;D;306;[00000];000086983
29516;A;D;306;[00000];000087019
29521;A;D;306;[00000];000087024
29577;A;D;306;[00000];000087080
29581;A;D;306;[00000];000087084
29588;A;D;306;[00000];000087091
29607;A;D;306;[00000];000087110
29712;A;D;306;[00000];000087215
29735;A;D;306;[00000];000087238
29736;A;D;306;[00000];000087239
29819;A;D;306;[00000];000087322
29876;A;D;306;[00000];000087379
29901;A;D;306;[00000];000087404
29935;A;D;306;[00000];000087438
29945;A;D;306;[00000];000087448
29994;A;D;306;[00000];000087497
30005;A;D;306;[00000];000087508
30064;A;D;306;[00000];000087567
30095;A;D;306;[00000];000087598
30108;A;D;306;[00000];000087611
30143;A;D;306;[00000];000087646
30148;A;D;306;[00000];000087651
30152;A;D;306;[00000];000087655
30187;A;D;306;[00000];000087690
30216;A;D;306;[00000];000087719
30280;A;D;306;[00000];000087783
30311;A;D;306;[00000];000087814
30323;A;D;306;[00000];000087826
30325;A;D;306;[00000];000087828
30394;A;D;306;[00000];000087897
30462;A;D;306;[00000];000087965
30463;A;D;306;[00000];000087966
30479;A;D;306;[00000];000087982
30497;A;D;306;[00000];000088000
30561;A;D;306;[00000];000088064
30602;A;D;306;[00000];000088105
30628;A;D;306;[00000];000088131
30640;A;D;306;[00000];000088143
30649;A;D;306;[00000];000088152
30657;A;D;306;[00000];000088160
30659;A;D;306;[00000];000088162
30672;A;D;306;[00000];000088175
30693;A;D;306;[00000];000088196
30697;A;D;306;[00000];000088200
30757;A;D;306;[00000];000088260
30783;A;D;306;[00000];000088286
30839;A;D;306;[00000];000088342
30864;A;D;306;[00000];000088367
30867;A;D;306;[00000];000088370
30876;A;D;306;[00000];000088379
30877;A;D;306;[00000];000088380
30890;A;D;306;[00000];000088393
30895;A;D;306;[00000];000088398
30905;A;D;306;[00000];000088408
30910;A;D;306;[00000];000088413
30933;A;D;306;[00000];000088436
30989;A;D;306;[00000];000088492
31031;A;D;306;[00000];000088534
31073;A;D;306;[00000];000088576
31089;A;D;306;[00000];000088592
31139;A;D;306;[00000];000088642
31188;A;D;306;[00000];000088691
31190;A;D;306;[00000];000088693
31265;A;D;306;[00000];000088768
31290;A;D;306;[00000];000088793
31303;A;D;306;[00000];000088806
31320;A;D;306;[00000];000088823
31355;A;D;306;[00000];000088858
31391;A;D;306;[00000];000088894
31445;A;D;306;[00000];000088948
31477;A;D;306;[00000];000088980
31507;A;D;306;[00000];000089010
31523;A;D;306;[00000];000089026
31538;A;D;306;[00000];000089041
31568;A;D;306;[00000];000089071
31579;A;D;306;[00000];000089082
31586;A;D;306;[00000];000089089
31586;A;D;308;[00000000];000089089
31611;A;D;306;[00000];000089114
31686;A;D;306;[00000];000089189
31702;A;D;306;[00000];000089205
31725;A;D;306;[00000];000089228
31727;A;D;306;[00000];000089230
31785;A;D;306;[00000];000089288
31796;A;D;306;[00000];000089299
31842;A;D;306;[00000];000089345
31847;A;D;306;[00000];000089350
31921;A;D;306;[00000];000089424
31944;A;D;306;[00000];000089447
31949;A;D;306;[00000];000089452
31967;A;D;306;[00000];000089470
31984;A;D;306;[00000];000089487
32000;A;D;306;[00000];000089503
32003;A;D;306;[00000];000089506
32009;A;D;306;[00000];000089512
32025;A;D;306;[00000];000089528
32030;A;D;306;[00000];000089533
32043;A;D;306;[00000];000089546
32049;A;D;306;[00000];000089552
32055;A;D;306;[00000];000089558
32056;A;D;306;[00000];000089559
32057;A;D;306;[00000];000089560
32063;A;D;306;[00000];000089566
32071;A;D;306;[00000];000089574
32072;A;D;306;[00000];000089575
32076;A;D;306;[00000];000089579
32078;A;D;306;[00000];000089581
32087;A;D;306;[00000];000089590
32090;A;D;306;[00000];000089593
32106;A;D;306;[00000];000089609
32112;A;D;306;[00000];000089615
32120;A;D;306;[00000];000089623
32137;A;D;306;[00000];000089640
32140;A;D;306;[00000];000089643
32153;A;D;306;[00000];000089656
32155;A;D;306;[00000];000089658
32157;A;D;306;[00000];000089660
32203;A;D;306;[00000];000089706
32216;A;D;306;[00000];000089719
32224;A;D;306;[00000];000089727
32231;A;D;306;[00000];000089734
32247;A;D;306;[00000];000089750
32254;A;D;306;[00000];000089757
32257;A;D;306;[00000];000089760
32285;A;D;306;[00000];000089788
32304;A;D;306;[00000];000089807
32314;A;D;306;[00000];000089817
32347;A;D;306;[00000];000089850
32349;A;D;306;[00000];000089852
32350;A;D;306;[00000];000089853
32362;A;D;306;[00000];000089865
32366;A;D;306;[00000];000089869
32424;A;D;306;[00000];000089927
32522;A;D;306;[00000];000090025
32717;A;D;306;[00000];000090220
32721;A;D;306;[00000];000090224
32723;A;D;306;[00000];000090226
32758;A;D;306;[00000];000090261
32764;A;D;306;[00000];000090267
32795;A;D;306;[00000];000090298
32848;A;D;306;[00000];000090351
32863;A;D;306;[00000];000090366
32951;A;D;306;[00000];000090454
32956;A;D;306;[00000];000090459
32965;A;D;306;[00000];000090468
32971;A;D;306;[00000];000090474
33062;A;D;306;[00000];000090565
33063;A;D;306;[00000];000090566
33075;A;D;306;[00000];000090578
33078;A;D;306;[00000];000090581
33083;A;D;306;[00000];000090586
33096;A;D;306;[00000];000090599
33115;A;D;306;[00000];000090618
33175;A;D;306;[00000];000090678
33185;A;D;306;[00000];000090688
33196;A;D;306;[00000];000090699
33213;A;D;306;[00000];000090716
33223;A;D;306;[00000];000090726
33232;A;D;306;[00000];000090735
33252;A;D;306;[00000];000090755
33293;A;D;306;[00000];000090796
33294;A;D;306;[00000];000090797
33306;A;D;306;[00000];000090809
33325;A;D;306;[00000];000090828
33331;A;D;306;[00000];000090834
33332;A;D;306;[00000];000090835
33341;A;D;306;[00000];000090844
33355;A;D;306;[00000];000090858
33356;A;D;306;[00000];000090859
33357;A;D;306;[00000];000090860
33366;A;D;306;[00000];000090869
33376;A;D;306;[00000];000090879
33385;A;D;306;[00000];000090888
33395;A;D;306;[00000];000090898
33418;A;D;306;[00000];000090921
33421;A;D;306;[00000];000090924
33425;A;D;306;[00000];000090928
33450;A;D;306;[00000];000090953
33463;A;D;306;[00000];000090966
33464;A;D;306;[00000];000090967
33465;A;D;306;[00000];000090968
33467;A;D;306;[00000];000090970
33493;A;D;306;[00000];000090996
33494;A;D;306;[00000];000090997
33495;A;D;306;[00000];000090998
33499;A;D;306;[00000];000091002
33513;A;D;306;[00000];000091016
33523;A;D;306;[00000];000091026
33540;A;D;306;[00000];000091043
33545;A;D;306;[00000];000091048
33547;A;D;306;[00000];000091050
33553;A;D;306;[00000];000091056
33566;A;D;306;[00000];000091069
33583;A;D;306;[00000];000091086
33691;A;D;306;[00000];000091194
33798;A;D;306;[00000];000091301
34006;A;D;306;[00000];000091509
34026;A;D;306;[00000];000091529
34054;A;D;306;[00000];000091557
34090;A;D;306;[00000];000091593
34110;A;D;306;[00000];000091613
34121;A;D;306;[00000];000091624
34122;A;D;306;[00000];000091625
34138;A;D;306;[00000];000091641
34152;A;D;306;[00000];000091655
34153;A;D;306;[00000];000091656
34170;A;D;306;[00000];000091673
34176;A;D;306;[00000];000091679
34177;A;D;306;[00000];000091680
34182;A;D;306;[00000];000091685
34199;A;D;306;[00000];000091702
34217;A;D;306;[00000];000091720
34254;A;D;306;[00000];000091757
34284;A;D;306;[00000];000091787
34289;A;D;308;[00000000];000091792
34295;A;D;306;[00000];000091798
34310;A;D;306;[00000];000091813
34310;A;D;308;[00000000];000091813
34326;A;D;306;[00000];000091829
34348;A;D;306;[00000];000091851
34354;A;D;306;[00000];000091857
34384;A;D;306;[00000];000091887
34397;A;D;306;[00000];000091900
34404;A;D;306;[00000];000091907
34412;A;D;306;[00000];000091915
34425;A;D;306;[00000];000091928
34442;A;D;306;[00000];000091945
34446;A;D;306;[00000];000091949
34447;A;D;306;[00000];000091950
34514;A;D;306;[00000];000092017
34562;A;D;306;[00000];000092065
34568;A;D;306;[00000];000092071
34619;A;D;306;[00000];000092122
34660;A;D;306;[00000];000092163
34677;A;D;306;[00000];000092180
34679;A;D;306;[00000];000092182
34690;A;D;306;[00000];000092193
34710;A;D;306;[00000];000092213
34758;A;D;306;[00000];000092261
34759;A;D;306;[00000];000092262
34761;A;D;306;[00000];000092264
34768;A;D;306;[00000];000092271
34769;A;D;306;[00000];000092272
34771;A;D;306;[00000];000092274
34772;A;D;306;[00000];000092275
34776;A;D;306;[00000];000092279
34779;A;D;306;[00000];000092282
34781;A;D;306;[00000];000092284
34783;A;D;306;[00000];000092286
34830;A;D;306;[00000];000092333
34840;A;D;306;[00000];000092343
34853;A;D;306;[00000];000092356
34859;A;D;306;[00000];000092362
34860;A;D;306;[00000];000092363
34886;A;D;306;[00000];000092389
34910;A;D;306;[00000];000092413
34935;A;D;306;[00000];000092438
35002;A;D;306;[00000];000092505
35007;A;D;306;[00000];000092510
35069;A;D;306;[00000];000092572
35087;A;D;306;[00000];000092590
35095;A;D;306;[00000];000092598
35143;A;D;306;[00000];000092646
35252;A;D;306;[00000];000092755
35295;A;D;306;[00000];000092798
35345;A;D;306;[00000];000092848
35394;A;D;306;[00000];000092897
35475;A;D;306;[00000];000092978
35542;A;D;306;[00000];000093045
35583;A;D;306;[00000];000093086
35595;A;D;306;[00000];000093098
35627;A;D;306;[00000];000093130
35641;A;D;306;[00000];000093144
35753;A;D;306;[00000];000093256
35799;A;D;306;[00000];000093302
35813;A;D;306;[00000];000093316
36013;A;D;306;[00000];000093516
36042;A;D;306;[00000];000093545
36237;A;D;306;[00000];000093740
36244;A;D;306;[00000];000093747
36252;A;D;306;[00000];000093755
36508;A;D;306;[00000];000094011
36558;A;D;306;[00000];000094061
36562;A;D;306;[00000];000094065
36636;A;D;306;[00000];000094139
36699;A;D;306;[00000];000094202
36724;A;D;306;[00000];000094227
36725;A;D;306;[00000];000094228
36762;A;D;306;[00000];000094265
36801;A;D;306;[00000];000094304
36839;A;D;306;[00000];000094342
36864;A;D;306;[00000];000094367
37045;A;D;306;[00000];000094548
37070;A;D;306;[00000];000094573
37222;A;D;306;[00000];000094725
37347;A;D;306;[00000];000094850
37405;A;D;306;[00000];000094908
37436;A;D;306;[00000];000094939
37470;A;D;306;[00000];000094973
37546;A;D;306;[00000];000095049
37602;A;D;306;[00000];000095105
37611;A;D;306;[00000];000095114
37622;A;D;306;[00000];000095125
37689;A;D;306;[00000];000095192
37792;A;D;306;[00000];000095295
37983;A;D;306;[00000];000095486
37989;A;D;306;[00000];000095492
38010;A;D;306;[00000];000095513
38015;A;D;306;[00000];000095518
38018;A;D;306;[00000];000095521
38050;A;D;306;[00000];000095553
38063;A;D;306;[00000];000095566
38114;A;D;306;[00000];000095617
38127;A;D;306;[00000];000095630
38143;A;D;306;[00000];000095646
38152;A;D;306;[00000];000095655
38213;A;D;306;[00000];000095716
38247;A;D;306;[00000];000095750
38266;A;D;306;[00000];000095769
38354;A;D;306;[00000];000095857
38356;A;D;306;[00000];000095859
38390;A;D;306;[00000];000095893
38405;A;D;306;[00000];000095908
38419;A;D;306;[00000];000095922
38435;A;D;306;[00000];000095938
38449;A;D;306;[00000];000095952
38451;A;D;306;[00000];000095954
38479;A;D;306;[00000];000095982
38491;A;D;306;[00000];000095994
38501;A;D;306;[00000];000096004
38516;A;D;306;[00000];000096019
38561;A;D;306;[00000];000096064
38631;A;D;306;[00000];000096134
38664;A;D;306;[00000];000096167
38727;A;D;306;[00000];000096230
38827;A;D;306;[00000];000096330
38836;A;D;306;[00000];000096339
38839;A;D;306;[00000];000096342
38874;A;D;306;[00000];000096377
38937;A;D;306;[00000];000096440
38959;A;D;306;[00000];000096462
39005;A;D;306;[00000];000096508
39024;A;D;306;[00000];000096527
39038;A;D;306;[00000];000096541
39081;A;D;306;[00000];000096584
39102;A;D;306;[00000];000096605
39183;A;D;306;[00000];000096686
39248;A;D;306;[00000];000096751
39259;A;D;306;[00000];000096762
39277;A;D;306;[00000];000096780
39298;A;D;306;[00000];000096801
39311;A;D;306;[00000];000096814
39375;A;D;306;[00000];000096878
39402;A;D;306;[00000];000096905
39413;A;D;306;[00000];000096916
39415;A;D;306;[00000];000096918
39451;A;D;306;[00000];000096954
39524;A;D;306;[00000];000097027
39545;A;D;306;[00000];000097048
39548;A;D;306;[00000];000097051
39569;A;D;306;[00000];000097072
39697;A;D;306;[00000];000097200
39708;A;D;306;[00000];000097211
39724;A;D;306;[00000];000097227
39735;A;D;306;[00000];000097238
39755;A;D;306;[00000];000097258
39773;A;D;306;[00000];000097276
39791;A;D;306;[00000];000097294
39805;A;D;306;[00000];000097308
39821;A;D;306;[00000];000097324
39870;A;D;306;[00000];000097373
39889;A;D;306;[00000];000097392
39893;A;D;306;[00000];000097396
39897;A;D;306;[00000];000097400
39936;A;D;306;[00000];000097439
39949;A;D;306;[00000];000097452
40038;A;D;306;[00000];000097541
40044;A;D;306;[00000];000097547
40046;A;D;306;[00000];000097549
40088;A;D;306;[00000];000097591
40119;A;D;306;[00000];000097622
40154;A;D;306;[00000];000097657
40175;A;D;306;[00000];000097678
40179;A;D;306;[00000];000097682
40278;A;D;306;[00000];000097781
40322;A;D;306;[00000];000097825
40337;A;D;306;[00000];000097840
40360;A;D;306;[00000];000097863
40362;A;D;306;[00000];000097865
40380;A;D;306;[00000];000097883
40599;A;D;306;[00000];000098102
40659;A;D;306;[00000];000098162
40682;A;D;306;[00000];000098185
40699;A;D;306;[00000];000098202
40718;A;D;306;[00000];000098221
40735;A;D;306;[00000];000098238
40760;A;D;306;[00000];000098263
40829;A;D;306;[00000];000098332
40848;A;D;306;[00000];000098351
40919;A;D;306;[00000];000098422
40927;A;D;306;[00000];000098430
40965;A;D;306;[00000];000098468
40969;A;D;306;[00000];000098472
40990;A;D;306;[00000];000098493
41012;A;D;306;[00000];000098515
41030;A;D;306;[00000];000098533
41070;A;D;306;[00000];000098573
41102;A;D;306;[00000];000098605
41103;A;D;306;[00000];000098606
41107;A;D;306;[00000];000098610
41113;A;D;306;[00000];000098616
41161;A;D;306;[00000];000098664
41164;A;D;306;[00000];000098667
41202;A;D;306;[00000];000098705
41232;A;D;306;[00000];000098735
41240;A;D;306;[00000];000098743
41245;A;D;306;[00000];000098748
41290;A;D;306;[00000];000098793
41293;A;D;306;[00000];000098796
41301;A;D;306;[00000];000098804
41306;A;D;306;[00000];000098809
41318;A;D;306;[00000];000098821
41324;A;D;306;[00000];000098827
41328;A;D;306;[00000];000098831
41342;A;D;306;[00000];000098845
41379;A;D;306;[00000];000098882
41384;A;D;306;[00000];000098887
41413;A;D;306;[00000];000098916
41434;A;D;306;[00000];000098937
41522;A;D;306;[00000];000099025
41523;A;D;306;[00000];000099026
41528;A;D;306;[00000];000099031
41566;A;D;306;[00000];000099069
41635;A;D;306;[00000];000099138
41637;A;D;306;[00000];000099140
41651;A;D;306;[00000];000099154
41653;A;D;306;[00000];000099156
41687;A;D;306;[00000];000099190
41783;A;D;306;[00000];000099286
41798;A;D;306;[00000];000099301
41807;A;D;306;[00000];000099310
41826;A;D;306;[00000];000099329
41831;A;D;306;[00000];000099334
41868;A;D;306;[00000];000099371
41877;A;D;306;[00000];000099380
41890;A;D;306;[00000];000099393
41893;A;D;306;[00000];000099396
41909;A;D;306;[00000];000099412
41963;A;D;306;[00000];000099466
42140;A;D;306;[00000];000099643
42158;A;D;306;[00000];000099661
42159;A;D;306;[00000];000099662
42182;A;D;306;[00000];000099685
42206;A;D;306;[00000];000099709
42220;A;D;306;[00000];000099723
42247;A;D;306;[00000];000099750
42255;A;D;306;[00000];000099758
42290;A;D;306;[00000];000099793
42304;A;D;306;[00000];000099807
42306;A;D;306;[00000];000099809
42310;A;D;306;[00000];000099813
42348;A;D;306;[00000];000099851
42356;A;D;306;[00000];000099859
42357;A;D;306;[00000];000099860
42358;A;D;306;[00000];000099861
42378;A;D;306;[00000];000099881
42391;A;D;306;[00000];000099894
42401;A;D;306;[00000];000099904
42405;A;D;306;[00000];000099908
42413;A;D;306;[00000];000099916
42414;A;D;306;[00000];000099917
42425;A;D;306;[00000];000099928
42441;A;D;306;[00000];000099944
42443;A;D;306;[00000];000099946
42457;A;D;306;[00000];000099960
42459;A;D;306;[00000];000099962
42503;A;D;306;[00000];000100006
42504;A;D;306;[00000];000100007
42588;A;D;306;[00000];000100091
42591;A;D;306;[00000];000100094
42596;A;D;306;[00000];000100099
42641;A;D;306;[00000];000100144
42658;A;D;306;[00000];000100161
42660;A;D;306;[00000];000100163
42692;A;D;306;[00000];000100195
42701;A;D;306;[00000];000100204
42711;A;D;306;[00000];000100214
42768;A;D;306;[00000];000100271
42787;A;D;306;[00000];000100290
42804;A;D;306;[00000];000100307
42826;A;D;306;[00000];000100329
42837;A;D;306;[00000];000100340
42841;A;D;306;[00000];000100344
42880;A;D;306;[00000];000100383
42889;A;D;306;[00000];000100392
42947;A;D;306;[00000];000100450
42955;A;D;306;[00000];000100458
43029;A;D;306;[00000];000100532
43041;A;D;306;[00000];000100544
43124;A;D;306;[00000];000100627
43150;A;D;306;[00000];000100653
43155;A;D;306;[00000];000100658
43161;A;D;306;[00000];000100664
43199;A;D;306;[00000];000100702
43201;A;D;306;[00000];000100704
43202;A;D;306;[00000];000100705
43215;A;D;306;[00000];000100718
43239;A;D;306;[00000];000100742
43291;A;D;306;[00000];000100794
43310;A;D;306;[00000];000100813
43343;A;D;306;[00000];000100846
43355;A;D;306;[00000];000100858
43366;A;D;306;[00000];000100869
43371;A;D;306;[00000];000100874
43419;A;D;306;[00000];000100922
43426;A;D;306;[00000];000100929
43464;A;D;306;[00000];000100967
43517;A;D;306;[00000];000101020
43519;A;D;306;[00000];000101022
43542;A;D;306;[00000];000101045
43602;A;D;306;[00000];000101105
43605;A;D;306;[00000];000101108
43625;A;D;306;[00000];000101128
43662;A;D;306;[00000];000101165
43676;A;D;306;[00000];000101179
43725;A;D;306;[00000];000101228
43729;A;D;306;[00000];000101232
43739;A;D;306;[00000];000101242
43815;A;D;306;[00000];000101318
43818;A;D;306;[00000];000101321
43835;A;D;306;[00000];000101338
43857;A;D;306;[00000];000101360
43870;A;D;306;[00000];000101373
43980;A;D;306;[00000];000101483
44013;A;D;306;[00000];000101516
44017;A;D;306;[00000];000101520
44023;A;D;306;[00000];000101526
44123;A;D;306;[00000];000101626
44151;A;D;306;[00000];000101654
44194;A;D;306;[00000];000101697
44230;A;D;306;[00000];000101733
44249;A;D;306;[00000];000101752
44258;A;D;306;[00000];000101761
44287;A;D;306;[00000];000101790
44350;A;D;306;[00000];000101853
44402;E;M;114;[20180931];000101905
44403;E;M;114;[20180931];000101906
44418;A;D;306;[00000];000101921
44519;A;D;306;[00000];000102022
44565;A;D;306;[00000];000102068
44578;A;D;306;[00000];000102081
44633;A;D;306;[00000];000102136
44663;A;D;306;[00000];000102166
44672;A;D;306;[00000];000102175
44710;A;D;306;[00000];000102213
44722;A;D;306;[00000];000102225
44724;A;D;306;[00000];000102227
44806;A;D;306;[00000];000102309
44809;A;D;306;[00000];000102312
44862;A;D;306;[00000];000102365
44873;A;D;306;[00000];000102376
44884;A;D;306;[00000];000102387
44908;A;D;306;[00000];000102411
44920;A;D;306;[00000];000102423
44934;A;D;306;[00000];000102437
44989;A;D;306;[00000];000102492
45040;A;D;306;[00000];000102543
45059;A;D;306;[00000];000102562
45061;A;D;306;[00000];000102564
45077;A;D;306;[00000];000102580
45086;A;D;306;[00000];000102589
45093;A;D;306;[00000];000102596
45101;A;D;306;[00000];000102604
45103;A;D;306;[00000];000102606
45117;A;D;306;[00000];000102620
45124;A;D;306;[00000];000102627
45216;A;D;306;[00000];000102719
45233;A;D;306;[00000];000102736
45242;A;D;306;[00000];000102745
45250;A;D;306;[00000];000102753
45268;A;D;306;[00000];000102771
45281;A;D;306;[00000];000102784
45286;A;D;306;[00000];000102789
45295;A;D;306;[00000];000102798
45297;A;D;306;[00000];000102800
45311;A;D;306;[00000];000102814
45351;A;D;306;[00000];000102854
45366;A;D;306;[00000];000102869
45374;A;D;306;[00000];000102877
45397;A;D;306;[00000];000102900
45405;A;D;306;[00000];000102908
45419;A;D;306;[00000];000102922
45421;A;D;306;[00000];000102924
45425;A;D;306;[00000];000102928
45467;A;D;306;[00000];000102970
45504;A;D;306;[00000];000103007
45530;A;D;306;[00000];000103033
45570;A;D;306;[00000];000103073
45586;A;D;306;[00000];000103089
45600;A;D;306;[00000];000103103
45620;A;D;306;[00000];000103123
45630;A;D;306;[00000];000103133
45669;A;D;306;[00000];000103172
45675;A;D;306;[00000];000103178
45689;A;D;306;[00000];000103192
45699;A;D;306;[00000];000103202
45715;A;D;306;[00000];000103218
45746;A;D;306;[00000];000103249
45749;A;D;306;[00000];000103252
45755;A;D;306;[00000];000103258
45757;A;D;306;[00000];000103260
45764;A;D;306;[00000];000103267
45773;A;D;306;[00000];000103276
45775;A;D;306;[00000];000103278
45783;A;D;306;[00000];000103286
45786;A;D;306;[00000];000103289
45794;A;D;306;[00000];000103297
45818;A;D;306;[00000];000103321
45838;A;D;306;[00000];000103341
45889;A;D;306;[00000];000103392
45890;A;D;306;[00000];000103393
45906;A;D;306;[00000];000103409
46022;A;D;306;[00000];000103525
46063;A;D;306;[00000];000103566
46202;A;D;306;[00000];000103705
46217;A;D;306;[00000];000103720
46229;A;D;306;[00000];000103732
46310;A;D;306;[00000];000103813
46370;A;D;306;[00000];000103873
46384;A;D;306;[00000];000103887
46410;A;D;306;[00000];000103913
46412;A;D;306;[00000];000103915
46425;A;D;306;[00000];000103928
46441;A;D;306;[00000];000103944
46445;A;D;306;[00000];000103948
46474;A;D;306;[00000];000103977
46489;A;D;306;[00000];000103992
46679;A;D;306;[00000];000104182
46683;A;D;306;[00000];000104186
