Validador do Convênio ICMS 115/2003, versão : 3.00d
Versão do layout: v_03
Data da Validação: 09/02/2019 12:13:06

Nome do arquivo Mestre: RN04601397003909211  1809N01M.001

Arquivo Mestre: 103.107 linhas, 44.026.689 bytes.
Arquivo Destinatário: 103.107 linhas, 29.797.923 bytes.
Arquivo Item: 125.879 linhas, 41.917.707 bytes.

registro; tipo de ocorrencia; arquivo; codigo do erro; valor lido; documento fiscal
46685;A;D;306;[00000];000104188
46693;A;D;306;[00000];000104196
46697;A;D;306;[00000];000104200
46698;A;D;306;[00000];000104201
46714;A;D;306;[00000];000104217
46720;A;D;306;[00000];000104223
46722;A;D;306;[00000];000104225
46726;A;D;306;[00000];000104229
46735;A;D;306;[00000];000104238
46740;A;D;306;[00000];000104243
46742;A;D;306;[00000];000104245
46743;A;D;306;[00000];000104246
46749;A;D;306;[00000];000104252
46813;A;D;306;[00000];000104316
46856;A;D;306;[00000];000104359
47030;A;D;306;[00000];000104533
47075;A;D;306;[00000];000104578
47079;A;D;306;[00000];000104582
47082;A;D;306;[00000];000104585
47091;A;D;306;[00000];000104594
47102;A;D;306;[00000];000104605
47163;A;D;306;[00000];000104666
47193;A;D;306;[00000];000104696
47209;A;D;306;[00000];000104712
47222;A;D;306;[00000];000104725
47237;A;D;306;[00000];000104740
47271;A;D;306;[00000];000104774
47272;A;D;306;[00000];000104775
47277;A;D;306;[00000];000104780
47294;A;D;306;[00000];000104797
47296;A;D;306;[00000];000104799
47323;A;D;306;[00000];000104826
47344;A;D;306;[00000];000104847
47351;A;D;306;[00000];000104854
47373;A;D;306;[00000];000104876
47408;A;D;306;[00000];000104911
47437;A;D;306;[00000];000104940
47448;A;D;306;[00000];000104951
47454;A;D;306;[00000];000104957
47470;A;D;306;[00000];000104973
47480;A;D;306;[00000];000104983
47495;A;D;306;[00000];000104998
47498;A;D;306;[00000];000105001
47508;A;D;306;[00000];000105011
47537;A;D;306;[00000];000105040
47546;A;D;306;[00000];000105049
47587;A;D;306;[00000];000105090
47596;A;D;306;[00000];000105099
47604;A;D;306;[00000];000105107
47614;A;D;306;[00000];000105117
47616;A;D;306;[00000];000105119
47667;A;D;306;[00000];000105170
47679;A;D;306;[00000];000105182
47689;A;D;306;[00000];000105192
47709;A;D;306;[00000];000105212
47732;A;D;306;[00000];000105235
47763;A;D;306;[00000];000105266
47792;A;D;306;[00000];000105295
47796;A;D;306;[00000];000105299
47810;A;D;306;[00000];000105313
47885;A;D;306;[00000];000105388
47910;A;D;306;[00000];000105413
47920;A;D;306;[00000];000105423
47983;A;D;306;[00000];000105486
47986;A;D;306;[00000];000105489
47990;A;D;306;[00000];000105493
48016;A;D;306;[00000];000105519
48139;A;D;306;[00000];000105642
48143;A;D;306;[00000];000105646
48202;A;D;306;[00000];000105705
48209;A;D;306;[00000];000105712
48229;A;D;306;[00000];000105732
48241;A;D;306;[00000];000105744
48244;A;D;306;[00000];000105747
48257;A;D;306;[00000];000105760
48261;A;D;306;[00000];000105764
48276;A;D;306;[00000];000105779
48292;A;D;306;[00000];000105795
48296;A;D;306;[00000];000105799
48308;A;D;306;[00000];000105811
48324;A;D;306;[00000];000105827
48336;A;D;306;[00000];000105839
48341;A;D;306;[00000];000105844
48351;A;D;306;[00000];000105854
48352;A;D;306;[00000];000105855
48391;A;D;306;[00000];000105894
48392;A;D;306;[00000];000105895
48487;A;D;306;[00000];000105990
48538;A;D;306;[00000];000106041
48549;A;D;306;[00000];000106052
48573;A;D;306;[00000];000106076
48596;A;D;306;[00000];000106099
48970;A;D;306;[00000];000106473
49002;A;D;306;[00000];000106505
49040;A;D;306;[00000];000106543
49100;A;D;306;[00000];000106603
49129;A;D;306;[00000];000106632
49147;A;D;306;[00000];000106650
49148;A;D;306;[00000];000106651
49177;A;D;306;[00000];000106680
49279;A;D;306;[00000];000106782
49423;A;D;306;[00000];000106926
49447;A;D;306;[00000];000106950
49476;A;D;306;[00000];000106979
49492;A;D;306;[00000];000106995
49656;A;D;306;[00000];000107159
49668;A;D;306;[00000];000107171
49712;A;D;306;[00000];000107215
49765;A;D;306;[00000];000107268
49797;A;D;306;[00000];000107300
49811;A;D;306;[00000];000107314
49818;A;D;306;[00000];000107321
49914;A;D;306;[00000];000107417
49922;A;D;306;[00000];000107425
49997;A;D;306;[00000];000107500
50001;A;D;306;[00000];000107504
50017;A;D;306;[00000];000107520
50029;A;D;306;[00000];000107532
50030;A;D;306;[00000];000107533
50069;A;D;306;[00000];000107572
50161;A;D;306;[00000];000107664
50454;A;D;306;[00000];000107957
50506;A;D;306;[00000];000108009
50549;A;D;306;[00000];000108052
50554;A;D;306;[00000];000108057
50559;A;D;306;[00000];000108062
50565;A;D;306;[00000];000108068
50567;A;D;306;[00000];000108070
50633;A;D;306;[00000];000108136
50684;A;D;306;[00000];000108187
50685;A;D;306;[00000];000108188
50787;A;D;306;[00000];000108290
50860;A;D;306;[00000];000108363
50944;A;D;306;[00000];000108447
50967;A;D;306;[00000];000108470
51106;A;D;306;[00000];000108609
51120;A;D;306;[00000];000108623
51126;A;D;306;[00000];000108629
51136;A;D;306;[00000];000108639
51190;A;D;306;[00000];000108693
51207;A;D;306;[00000];000108710
51256;A;D;306;[00000];000108759
51325;A;D;306;[00000];000108828
51328;A;D;306;[00000];000108831
51330;A;D;306;[00000];000108833
51360;A;D;306;[00000];000108863
51391;A;D;306;[00000];000108894
51411;A;D;306;[00000];000108914
51492;A;D;306;[00000];000108995
51510;A;D;306;[00000];000109013
51569;A;D;306;[00000];000109072
51641;A;D;306;[00000];000109144
51653;A;D;306;[00000];000109156
51703;A;D;306;[00000];000109206
51815;A;D;306;[00000];000109318
51881;A;D;306;[00000];000109384
51958;A;D;306;[00000];000109461
52019;A;D;306;[00000];000109522
52046;A;D;306;[00000];000109549
52049;A;D;306;[00000];000109552
52094;A;D;306;[00000];000109597
52155;A;D;306;[00000];000109658
52161;A;D;306;[00000];000109664
52186;A;D;306;[00000];000109689
52210;A;D;306;[00000];000109713
52245;A;D;306;[00000];000109748
52249;A;D;306;[00000];000109752
52306;A;D;306;[00000];000109809
52311;A;D;306;[00000];000109814
52395;A;D;306;[00000];000109898
52414;A;D;306;[00000];000109917
52416;A;D;306;[00000];000109919
52419;A;D;306;[00000];000109922
52523;A;D;306;[00000];000110026
52529;A;D;306;[00000];000110032
52581;A;D;306;[00000];000110084
52588;A;D;306;[00000];000110091
52608;A;D;306;[00000];000110111
52618;A;D;306;[00000];000110121
52634;A;D;306;[00000];000110137
52754;A;D;306;[00000];000110257
52898;A;D;306;[00000];000110401
52899;A;D;306;[00000];000110402
52917;A;D;306;[00000];000110420
52955;A;D;306;[00000];000110458
52967;A;D;306;[00000];000110470
53057;A;D;306;[00000];000110560
53062;A;D;306;[00000];000110565
53098;A;D;306;[00000];000110601
53173;A;D;306;[00000];000110676
53185;A;D;306;[00000];000110688
53206;A;D;306;[00000];000110709
53212;A;D;306;[00000];000110715
53244;A;D;306;[00000];000110747
53268;A;D;306;[00000];000110771
53297;A;D;306;[00000];000110800
53315;A;D;306;[00000];000110818
53327;A;D;306;[00000];000110830
53376;A;D;306;[00000];000110879
53388;A;D;306;[00000];000110891
53396;A;D;306;[00000];000110899
53486;A;D;306;[00000];000110989
53564;A;D;306;[00000];000111067
53605;A;D;306;[00000];000111108
53612;A;D;306;[00000];000111115
53659;A;D;306;[00000];000111162
53665;A;D;306;[00000];000111168
53763;A;D;306;[00000];000111266
53903;A;D;306;[00000];000111406
53980;A;D;306;[00000];000111483
53996;A;D;306;[00000];000111499
54010;A;D;306;[00000];000111513
54023;A;D;306;[00000];000111526
54036;A;D;306;[00000];000111539
54050;A;D;306;[00000];000111553
54053;A;D;306;[00000];000111556
54072;A;D;306;[00000];000111575
54100;A;D;306;[00000];000111603
54114;A;D;306;[00000];000111617
54122;A;D;306;[00000];000111625
54166;A;D;306;[00000];000111669
54194;A;D;306;[00000];000111697
54256;A;D;306;[00000];000111759
54259;A;D;306;[00000];000111762
54323;A;D;306;[00000];000111826
54335;A;D;306;[00000];000111838
54348;A;D;306;[00000];000111851
54380;A;D;306;[00000];000111883
54387;A;D;306;[00000];000111890
54416;A;D;306;[00000];000111919
54424;A;D;306;[00000];000111927
54447;A;D;306;[00000];000111950
54466;A;D;306;[00000];000111969
54470;A;D;306;[00000];000111973
54562;A;D;306;[00000];000112065
54678;A;D;306;[00000];000112181
54686;A;D;306;[00000];000112189
54694;A;D;306;[00000];000112197
54715;A;D;306;[00000];000112218
54724;A;D;306;[00000];000112227
54746;A;D;306;[00000];000112249
54778;A;D;306;[00000];000112281
54783;A;D;306;[00000];000112286
54809;A;D;306;[00000];000112312
54812;A;D;306;[00000];000112315
54813;A;D;306;[00000];000112316
54844;A;D;306;[00000];000112347
54882;A;D;306;[00000];000112385
54902;A;D;306;[00000];000112405
54942;A;D;306;[00000];000112445
54997;A;D;306;[00000];000112500
55050;A;D;306;[00000];000112553
55101;A;D;306;[00000];000112604
55119;A;D;306;[00000];000112622
55127;A;D;306;[00000];000112630
55142;A;D;306;[00000];000112645
55166;A;D;306;[00000];000112669
55169;A;D;306;[00000];000112672
55302;A;D;306;[00000];000112805
55323;A;D;306;[00000];000112826
55390;A;D;306;[00000];000112893
55437;A;D;306;[00000];000112940
55501;A;D;306;[00000];000113004
55517;A;D;306;[00000];000113020
55594;A;D;306;[00000];000113097
55601;A;D;306;[00000];000113104
55606;A;D;306;[00000];000113109
55614;A;D;306;[00000];000113117
55686;A;D;306;[00000];000113189
55733;A;D;306;[00000];000113236
55758;A;D;306;[00000];000113261
55829;A;D;306;[00000];000113332
55834;A;D;306;[00000];000113337
55875;A;D;306;[00000];000113378
55886;A;D;306;[00000];000113389
55917;A;D;306;[00000];000113420
55920;A;D;306;[00000];000113423
55945;A;D;306;[00000];000113448
55980;A;D;306;[00000];000113483
55985;A;D;306;[00000];000113488
56001;A;D;306;[00000];000113504
56045;A;D;306;[00000];000113548
56058;A;D;306;[00000];000113561
56103;A;D;306;[00000];000113606
56125;A;D;306;[00000];000113628
56143;A;D;306;[00000];000113646
56156;A;D;306;[00000];000113659
56175;A;D;306;[00000];000113678
56245;A;D;306;[00000];000113748
56297;A;D;306;[00000];000113800
56301;A;D;306;[00000];000113804
56321;A;D;306;[00000];000113824
56334;A;D;306;[00000];000113837
56336;A;D;306;[00000];000113839
56343;A;D;306;[00000];000113846
56351;A;D;306;[00000];000113854
56447;A;D;306;[00000];000113950
56547;A;D;306;[00000];000114050
56576;A;D;306;[00000];000114079
56577;A;D;306;[00000];000114080
56589;A;D;306;[00000];000114092
56629;A;D;306;[00000];000114132
56631;A;D;306;[00000];000114134
56644;A;D;306;[00000];000114147
56645;A;D;306;[00000];000114148
56663;A;D;306;[00000];000114166
56667;A;D;306;[00000];000114170
56714;A;D;306;[00000];000114217
56737;A;D;306;[00000];000114240
56771;A;D;306;[00000];000114274
56780;A;D;306;[00000];000114283
56815;A;D;306;[00000];000114318
56817;A;D;306;[00000];000114320
56827;A;D;306;[00000];000114330
56837;A;D;306;[00000];000114340
56909;A;D;306;[00000];000114412
56921;A;D;306;[00000];000114424
56946;A;D;306;[00000];000114449
56951;A;D;306;[00000];000114454
56967;A;D;306;[00000];000114470
56996;A;D;306;[00000];000114499
57028;A;D;306;[00000];000114531
57107;A;D;306;[00000];000114610
57109;A;D;306;[00000];000114612
57115;A;D;306;[00000];000114618
57165;A;D;306;[00000];000114668
57218;A;D;306;[00000];000114721
57229;A;D;306;[00000];000114732
57299;A;D;306;[00000];000114802
57319;A;D;306;[00000];000114822
57325;A;D;306;[00000];000114828
57335;A;D;306;[00000];000114838
57339;A;D;306;[00000];000114842
57344;A;D;306;[00000];000114847
57345;A;D;306;[00000];000114848
57354;A;D;306;[00000];000114857
57412;A;D;306;[00000];000114915
57421;A;D;306;[00000];000114924
57507;A;D;306;[00000];000115010
57508;A;D;306;[00000];000115011
57510;A;D;306;[00000];000115013
57513;A;D;306;[00000];000115016
57514;A;D;306;[00000];000115017
57528;A;D;306;[00000];000115031
57537;A;D;306;[00000];000115040
57538;A;D;306;[00000];000115041
57539;A;D;306;[00000];000115042
57545;A;D;306;[00000];000115048
57546;A;D;306;[00000];000115049
57555;A;D;306;[00000];000115058
57558;A;D;306;[00000];000115061
57573;A;D;306;[00000];000115076
57583;A;D;306;[00000];000115086
57593;A;D;306;[00000];000115096
57610;A;D;306;[00000];000115113
57624;A;D;306;[00000];000115127
57628;A;D;306;[00000];000115131
57632;A;D;306;[00000];000115135
57642;A;D;306;[00000];000115145
57644;A;D;306;[00000];000115147
57645;A;D;306;[00000];000115148
57660;A;D;306;[00000];000115163
57662;A;D;306;[00000];000115165
57699;A;D;306;[00000];000115202
57700;A;D;306;[00000];000115203
57704;A;D;306;[00000];000115207
57713;A;D;306;[00000];000115216
57714;A;D;306;[00000];000115217
57716;A;D;306;[00000];000115219
57720;A;D;306;[00000];000115223
57735;A;D;306;[00000];000115238
57736;A;D;306;[00000];000115239
57747;A;D;306;[00000];000115250
57755;A;D;306;[00000];000115258
57771;A;D;306;[00000];000115274
57794;A;D;306;[00000];000115297
57803;A;D;306;[00000];000115306
57804;A;D;306;[00000];000115307
57806;A;D;306;[00000];000115309
57807;A;D;306;[00000];000115310
57824;A;D;306;[00000];000115327
57832;A;D;306;[00000];000115335
57833;A;D;306;[00000];000115336
57838;A;D;306;[00000];000115341
57847;A;D;306;[00000];000115350
57856;A;D;306;[00000];000115359
57875;A;D;306;[00000];000115378
57876;A;D;306;[00000];000115379
57879;A;D;306;[00000];000115382
57911;A;D;306;[00000];000115414
57919;A;D;306;[00000];000115422
57920;A;D;306;[00000];000115423
57927;A;D;306;[00000];000115430
57934;A;D;306;[00000];000115437
57939;A;D;306;[00000];000115442
57956;A;D;306;[00000];000115459
57958;A;D;306;[00000];000115461
57965;A;D;306;[00000];000115468
57968;A;D;306;[00000];000115471
57978;A;D;306;[00000];000115481
57979;A;D;306;[00000];000115482
58006;A;D;306;[00000];000115509
58007;A;D;306;[00000];000115510
58016;A;D;306;[00000];000115519
58020;A;D;306;[00000];000115523
58023;A;D;306;[00000];000115526
58025;A;D;306;[00000];000115528
58026;A;D;306;[00000];000115529
58028;A;D;306;[00000];000115531
58034;A;D;306;[00000];000115537
58038;A;D;306;[00000];000115541
58075;A;D;306;[00000];000115578
58081;A;D;306;[00000];000115584
58084;A;D;306;[00000];000115587
58341;A;D;306;[00000];000115844
58603;A;D;306;[00000];000116106
58607;A;D;306;[00000];000116110
58608;A;D;306;[00000];000116111
58647;A;D;306;[00000];000116150
58666;A;D;306;[00000];000116169
58714;A;D;306;[00000];000116217
58723;A;D;306;[00000];000116226
58731;A;D;306;[00000];000116234
58808;A;D;306;[00000];000116311
58810;A;D;306;[00000];000116313
58829;A;D;306;[00000];000116332
58833;A;D;306;[00000];000116336
58848;A;D;306;[00000];000116351
58855;A;D;306;[00000];000116358
58858;A;D;306;[00000];000116361
58873;A;D;306;[00000];000116376
58886;A;D;306;[00000];000116389
58945;A;D;306;[00000];000116448
58958;A;D;306;[00000];000116461
58982;A;D;306;[00000];000116485
58988;A;D;306;[00000];000116491
59013;A;D;308;[00000000];000116516
59017;A;D;306;[00000];000116520
59017;A;D;308;[00000000];000116520
59019;A;D;306;[00000];000116522
59023;A;D;306;[00000];000116526
59040;A;D;306;[00000];000116543
59063;A;D;306;[00000];000116566
59081;A;D;306;[00000];000116584
59090;A;D;306;[00000];000116593
59110;A;D;306;[00000];000116613
59130;A;D;306;[00000];000116633
59138;A;D;306;[00000];000116641
59161;A;D;306;[00000];000116664
59168;A;D;306;[00000];000116671
59171;A;D;306;[00000];000116674
59176;A;D;306;[00000];000116679
59186;A;D;306;[00000];000116689
59200;A;D;306;[00000];000116703
59229;A;D;306;[00000];000116732
59233;A;D;306;[00000];000116736
59249;A;D;306;[00000];000116752
59259;A;D;306;[00000];000116762
59356;A;D;306;[00000];000116859
59380;A;D;306;[00000];000116883
59407;A;D;306;[00000];000116910
59438;A;D;306;[00000];000116941
59456;A;D;306;[00000];000116959
59516;A;D;306;[00000];000117019
59538;A;D;306;[00000];000117041
59542;A;D;306;[00000];000117045
59569;A;D;306;[00000];000117072
59570;A;D;306;[00000];000117073
59577;A;D;306;[00000];000117080
59578;A;D;306;[00000];000117081
59606;A;D;306;[00000];000117109
59612;A;D;306;[00000];000117115
59618;A;D;306;[00000];000117121
59619;A;D;306;[00000];000117122
59631;A;D;306;[00000];000117134
59650;A;D;306;[00000];000117153
59652;A;D;306;[00000];000117155
59654;A;D;306;[00000];000117157
59657;A;D;306;[00000];000117160
59658;A;D;306;[00000];000117161
59659;A;D;306;[00000];000117162
59664;A;D;306;[00000];000117167
59666;A;D;306;[00000];000117169
59674;A;D;306;[00000];000117177
59683;A;D;306;[00000];000117186
59684;A;D;306;[00000];000117187
59687;A;D;306;[00000];000117190
59688;A;D;306;[00000];000117191
59691;A;D;306;[00000];000117194
59694;A;D;306;[00000];000117197
59698;A;D;306;[00000];000117201
59702;A;D;306;[00000];000117205
59708;A;D;306;[00000];000117211
59711;A;D;306;[00000];000117214
59716;A;D;306;[00000];000117219
59754;A;D;306;[00000];000117257
59756;A;D;306;[00000];000117259
59815;A;D;306;[00000];000117318
59855;A;D;306;[00000];000117358
59890;A;D;306;[00000];000117393
59916;A;D;306;[00000];000117419
59924;A;D;306;[00000];000117427
59951;A;D;306;[00000];000117454
59965;A;D;306;[00000];000117468
59989;A;D;306;[00000];000117492
60005;A;D;306;[00000];000117508
60010;A;D;306;[00000];000117513
60030;A;D;306;[00000];000117533
60064;A;D;306;[00000];000117567
60098;A;D;306;[00000];000117601
60122;A;D;306;[00000];000117625
60132;A;D;306;[00000];000117635
60175;A;D;306;[00000];000117678
60181;A;D;306;[00000];000117684
60193;A;D;306;[00000];000117696
60264;A;D;306;[00000];000117767
60286;A;D;306;[00000];000117789
60333;A;D;306;[00000];000117836
60351;A;D;306;[00000];000117854
60385;A;D;306;[00000];000117888
60413;A;D;306;[00000];000117916
60417;A;D;306;[00000];000117920
60554;A;D;306;[00000];000118057
60575;A;D;306;[00000];000118078
60715;A;D;306;[00000];000118218
60734;A;D;306;[00000];000118237
60752;A;D;306;[00000];000118255
60860;A;D;306;[00000];000118363
60881;A;D;306;[00000];000118384
61010;A;D;306;[00000];000118513
61046;A;D;306;[00000];000118549
61058;A;D;306;[00000];000118561
61113;A;D;306;[00000];000118616
61357;A;D;306;[00000];000118860
61450;A;D;306;[00000];000118953
61489;A;D;306;[00000];000118992
61512;A;D;306;[00000];000119015
61598;A;D;306;[00000];000119101
61599;A;D;306;[00000];000119102
61623;A;D;306;[00000];000119126
61799;A;D;306;[00000];000119302
61876;A;D;306;[00000];000119379
61913;A;D;306;[00000];000119416
61950;A;D;306;[00000];000119453
62034;A;D;306;[00000];000119537
62049;A;D;306;[00000];000119552
62091;A;D;306;[00000];000119594
62134;A;D;306;[00000];000119637
62158;A;D;306;[00000];000119661
62233;A;D;306;[00000];000119736
62269;A;D;306;[00000];000119772
62433;A;D;306;[00000];000119936
62468;A;D;306;[00000];000119971
62590;A;D;306;[00000];000120093
62600;A;D;306;[00000];000120103
62626;A;D;306;[00000];000120129
62784;A;D;306;[00000];000120287
62817;A;D;306;[00000];000120320
62853;A;D;306;[00000];000120356
62918;A;D;306;[00000];000120421
62942;A;D;306;[00000];000120445
62977;A;D;306;[00000];000120480
63091;A;D;306;[00000];000120594
63092;A;D;306;[00000];000120595
63118;A;D;306;[00000];000120621
63134;A;D;306;[00000];000120637
63136;A;D;306;[00000];000120639
63175;A;D;306;[00000];000120678
63277;A;D;306;[00000];000120780
63303;A;D;306;[00000];000120806
63551;A;D;306;[00000];000121054
63688;A;D;306;[00000];000121191
63709;A;D;306;[00000];000121212
63761;A;D;306;[00000];000121264
63778;A;D;306;[00000];000121281
63813;A;D;306;[00000];000121316
63833;A;D;306;[00000];000121336
63902;A;D;306;[00000];000121405
63921;A;D;306;[00000];000121424
63943;A;D;306;[00000];000121446
63959;A;D;306;[00000];000121462
63996;A;D;306;[00000];000121499
64029;A;D;306;[00000];000121532
64042;A;D;306;[00000];000121545
64085;A;D;306;[00000];000121588
64105;A;D;306;[00000];000121608
64109;A;D;306;[00000];000121612
64123;A;D;306;[00000];000121626
64146;A;D;306;[00000];000121649
64211;A;D;306;[00000];000121714
64228;A;D;306;[00000];000121731
64231;A;D;306;[00000];000121734
64234;A;D;306;[00000];000121737
64242;A;D;306;[00000];000121745
64255;A;D;306;[00000];000121758
64342;A;D;306;[00000];000121845
64369;A;D;306;[00000];000121872
64400;A;D;306;[00000];000121903
64459;A;D;306;[00000];000121962
64472;A;D;306;[00000];000121975
64509;A;D;306;[00000];000122012
64521;A;D;306;[00000];000122024
64571;A;D;306;[00000];000122074
64585;A;D;306;[00000];000122088
64596;A;D;306;[00000];000122099
64621;A;D;306;[00000];000122124
64673;A;D;306;[00000];000122176
64675;A;D;306;[00000];000122178
64698;A;D;306;[00000];000122201
64721;A;D;306;[00000];000122224
64760;A;D;306;[00000];000122263
64819;A;D;306;[00000];000122322
64895;A;D;306;[00000];000122398
64909;A;D;306;[00000];000122412
64993;A;D;306;[00000];000122496
65019;A;D;306;[00000];000122522
65035;A;D;306;[00000];000122538
65054;A;D;306;[00000];000122557
65094;A;D;306;[00000];000122597
65097;A;D;306;[00000];000122600
65222;A;D;306;[00000];000122725
65262;A;D;306;[00000];000122765
65273;A;D;306;[00000];000122776
65310;A;D;306;[00000];000122813
65406;A;D;306;[00000];000122909
65412;A;D;306;[00000];000122915
65444;A;D;306;[00000];000122947
65453;A;D;306;[00000];000122956
65456;A;D;306;[00000];000122959
65466;A;D;306;[00000];000122969
65486;A;D;306;[00000];000122989
65592;A;D;306;[00000];000123095
65605;A;D;306;[00000];000123108
65613;A;D;306;[00000];000123116
65654;A;D;306;[00000];000123157
65658;A;D;306;[00000];000123161
65660;A;D;306;[00000];000123163
65777;A;D;306;[00000];000123280
65782;A;D;306;[00000];000123285
65819;A;D;306;[00000];000123322
65825;A;D;306;[00000];000123328
65847;A;D;306;[00000];000123350
65848;A;D;306;[00000];000123351
65882;A;D;306;[00000];000123385
65884;A;D;306;[00000];000123387
65900;A;D;306;[00000];000123403
65907;A;D;306;[00000];000123410
65952;A;D;306;[00000];000123455
66009;A;D;306;[00000];000123512
66049;A;D;306;[00000];000123552
66052;A;D;306;[00000];000123555
66099;A;D;306;[00000];000123602
66125;A;D;306;[00000];000123628
66175;A;D;306;[00000];000123678
66187;A;D;306;[00000];000123690
66225;A;D;306;[00000];000123728
66279;A;D;306;[00000];000123782
66288;A;D;306;[00000];000123791
66359;A;D;306;[00000];000123862
66450;A;D;306;[00000];000123953
66488;A;D;306;[00000];000123991
66512;A;D;306;[00000];000124015
66611;A;D;306;[00000];000124114
66681;A;D;306;[00000];000124184
66687;A;D;306;[00000];000124190
66692;A;D;306;[00000];000124195
66728;A;D;306;[00000];000124231
66782;A;D;306;[00000];000124285
66836;A;D;306;[00000];000124339
66856;A;D;306;[00000];000124359
66860;A;D;306;[00000];000124363
66936;A;D;306;[00000];000124439
66969;A;D;306;[00000];000124472
66999;A;D;306;[00000];000124502
67020;A;D;306;[00000];000124523
67117;A;D;306;[00000];000124620
67230;A;D;306;[00000];000124733
67273;A;D;306;[00000];000124776
67278;A;D;306;[00000];000124781
67285;A;D;306;[00000];000124788
67292;A;D;306;[00000];000124795
67321;A;D;306;[00000];000124824
67348;A;D;306;[00000];000124851
67382;A;D;306;[00000];000124885
67384;A;D;306;[00000];000124887
67395;A;D;306;[00000];000124898
67401;A;D;306;[00000];000124904
67451;A;D;306;[00000];000124954
67542;A;D;306;[00000];000125045
67594;A;D;306;[00000];000125097
67635;A;D;306;[00000];000125138
67638;A;D;306;[00000];000125141
67674;A;D;306;[00000];000125177
67717;A;D;306;[00000];000125220
67731;A;D;306;[00000];000125234
67793;A;D;306;[00000];000125296
67817;A;D;306;[00000];000125320
67833;A;D;306;[00000];000125336
67849;A;D;306;[00000];000125352
67932;A;D;306;[00000];000125435
67960;A;D;306;[00000];000125463
67993;A;D;306;[00000];000125496
68009;A;D;306;[00000];000125512
68010;A;D;306;[00000];000125513
68024;A;D;306;[00000];000125527
68025;A;D;306;[00000];000125528
68030;A;D;306;[00000];000125533
68036;A;D;306;[00000];000125539
68176;A;D;306;[00000];000125679
68237;A;D;306;[00000];000125740
68241;A;D;306;[00000];000125744
68243;A;D;306;[00000];000125746
68262;A;D;306;[00000];000125765
68266;A;D;306;[00000];000125769
68376;A;D;306;[00000];000125879
68497;A;D;306;[00000];000126000
68515;A;D;306;[00000];000126018
68534;A;D;306;[00000];000126037
68572;A;D;306;[00000];000126075
68615;A;D;306;[00000];000126118
68618;A;D;306;[00000];000126121
68628;A;D;306;[00000];000126131
68671;A;D;306;[00000];000126174
68707;A;D;306;[00000];000126210
68766;A;D;306;[00000];000126269
68771;A;D;306;[00000];000126274
68779;A;D;306;[00000];000126282
68801;A;D;306;[00000];000126304
68894;A;D;306;[00000];000126397
68922;A;D;306;[00000];000126425
68962;A;D;306;[00000];000126465
69056;A;D;306;[00000];000126559
69063;A;D;306;[00000];000126566
69079;A;D;306;[00000];000126582
69117;A;D;306;[00000];000126620
69285;A;D;306;[00000];000126788
69347;A;D;306;[00000];000126850
69370;A;D;306;[00000];000126873
69433;A;D;306;[00000];000126936
69466;A;D;306;[00000];000126969
69480;A;D;306;[00000];000126983
69510;A;D;306;[00000];000127013
69522;A;D;306;[00000];000127025
69592;A;D;306;[00000];000127095
69613;A;D;306;[00000];000127116
69640;A;D;306;[00000];000127143
69745;A;D;306;[00000];000127248
69804;A;D;306;[00000];000127307
69841;A;D;306;[00000];000127344
69871;A;D;306;[00000];000127374
69910;A;D;306;[00000];000127413
69922;A;D;306;[00000];000127425
69938;A;D;306;[00000];000127441
69956;A;D;306;[00000];000127459
69995;A;D;306;[00000];000127498
70035;A;D;306;[00000];000127538
70086;A;D;306;[00000];000127589
70111;A;D;306;[00000];000127614
70126;A;D;306;[00000];000127629
70126;A;D;308;[00000000];000127629
70156;A;D;306;[00000];000127659
70234;A;D;306;[00000];000127737
70285;A;D;306;[00000];000127788
70303;A;D;306;[00000];000127806
70312;A;D;306;[00000];000127815
70531;A;D;306;[00000];000128034
70538;A;D;306;[00000];000128041
70677;A;D;306;[00000];000128180
70709;A;D;306;[00000];000128212
70767;A;D;306;[00000];000128270
70814;A;D;306;[00000];000128317
70845;A;D;306;[00000];000128348
70854;A;D;306;[00000];000128357
70976;A;D;306;[00000];000128479
70986;A;D;306;[00000];000128489
70995;A;D;306;[00000];000128498
70998;A;D;306;[00000];000128501
71024;A;D;306;[00000];000128527
71033;A;D;306;[00000];000128536
71037;A;D;306;[00000];000128540
71048;A;D;306;[00000];000128551
71050;A;D;306;[00000];000128553
71059;A;D;306;[00000];000128562
71061;A;D;306;[00000];000128564
71062;A;D;306;[00000];000128565
71085;A;D;306;[00000];000128588
71093;A;D;306;[00000];000128596
71096;A;D;306;[00000];000128599
71106;A;D;306;[00000];000128609
71110;A;D;306;[00000];000128613
71111;A;D;306;[00000];000128614
71120;A;D;306;[00000];000128623
71121;A;D;306;[00000];000128624
71123;A;D;306;[00000];000128626
71141;A;D;306;[00000];000128644
71165;A;D;306;[00000];000128668
71169;A;D;306;[00000];000128672
71175;A;D;306;[00000];000128678
71178;A;D;306;[00000];000128681
71184;A;D;306;[00000];000128687
71189;A;D;306;[00000];000128692
71190;A;D;306;[00000];000128693
71191;A;D;306;[00000];000128694
71196;A;D;306;[00000];000128699
71201;A;D;306;[00000];000128704
71205;A;D;306;[00000];000128708
71214;A;D;306;[00000];000128717
71225;A;D;306;[00000];000128728
71227;A;D;306;[00000];000128730
71239;A;D;306;[00000];000128742
